"","year","eduID","partyID"
"850",1952,2,3
"851",1952,1,3
"852",1952,2,1
"853",1952,1,3
"854",1952,1,1
"855",1952,1,1
"856",1952,1,1
"857",1952,2,3
"858",1952,2,3
"859",1952,1,3
"861",1952,1,3
"862",1952,4,3
"864",1952,2,1
"865",1952,1,3
"866",1952,3,3
"868",1952,3,2
"869",1952,1,1
"870",1952,4,3
"871",1952,2,2
"872",1952,2,1
"873",1952,1,1
"874",1952,4,3
"875",1952,3,1
"876",1952,2,1
"877",1952,1,3
"878",1952,2,1
"879",1952,2,1
"880",1952,2,3
"881",1952,4,3
"882",1952,2,3
"883",1952,2,1
"884",1952,1,1
"885",1952,2,1
"886",1952,2,1
"887",1952,2,3
"888",1952,2,1
"889",1952,2,3
"890",1952,4,1
"891",1952,3,3
"892",1952,2,1
"893",1952,2,1
"894",1952,4,1
"895",1952,2,1
"896",1952,2,1
"897",1952,1,1
"898",1952,2,1
"899",1952,1,1
"900",1952,1,1
"901",1952,2,3
"902",1952,2,1
"903",1952,2,3
"904",1952,1,1
"905",1952,3,1
"906",1952,1,3
"907",1952,1,1
"908",1952,2,1
"910",1952,2,1
"911",1952,2,1
"912",1952,1,1
"913",1952,2,3
"914",1952,3,1
"915",1952,2,1
"916",1952,2,3
"917",1952,1,1
"918",1952,4,1
"919",1952,1,3
"920",1952,3,1
"921",1952,1,1
"922",1952,1,3
"923",1952,2,3
"924",1952,1,1
"925",1952,2,1
"926",1952,1,1
"927",1952,1,1
"928",1952,4,3
"929",1952,2,1
"931",1952,2,2
"932",1952,2,1
"933",1952,4,1
"934",1952,1,1
"935",1952,2,3
"936",1952,2,1
"937",1952,2,1
"938",1952,1,3
"939",1952,1,1
"941",1952,1,1
"942",1952,1,3
"943",1952,1,1
"944",1952,1,3
"945",1952,4,3
"946",1952,1,1
"947",1952,2,1
"948",1952,3,1
"949",1952,2,1
"950",1952,2,1
"951",1952,1,2
"952",1952,2,3
"953",1952,1,1
"954",1952,2,1
"955",1952,2,1
"956",1952,4,1
"957",1952,2,3
"958",1952,2,1
"959",1952,1,3
"960",1952,1,1
"961",1952,2,1
"962",1952,1,1
"963",1952,2,1
"964",1952,1,1
"965",1952,1,3
"966",1952,2,3
"967",1952,1,1
"968",1952,1,3
"970",1952,1,1
"971",1952,4,1
"972",1952,4,1
"973",1952,2,3
"974",1952,2,1
"975",1952,3,1
"976",1952,2,3
"977",1952,2,1
"978",1952,2,1
"979",1952,2,3
"980",1952,4,3
"981",1952,4,3
"982",1952,1,1
"983",1952,2,3
"986",1952,2,1
"987",1952,1,1
"988",1952,2,3
"989",1952,2,1
"990",1952,1,1
"991",1952,1,1
"992",1952,4,1
"993",1952,1,1
"994",1952,1,3
"995",1952,1,1
"996",1952,2,3
"997",1952,2,1
"998",1952,2,3
"1000",1952,1,1
"1001",1952,3,3
"1002",1952,2,1
"1003",1952,2,3
"1004",1952,1,3
"1005",1952,2,3
"1006",1952,2,3
"1007",1952,2,1
"1008",1952,1,1
"1009",1952,2,1
"1010",1952,1,1
"1011",1952,4,3
"1012",1952,2,1
"1013",1952,2,3
"1014",1952,2,3
"1015",1952,1,1
"1017",1952,2,1
"1018",1952,2,3
"1020",1952,2,3
"1023",1952,2,1
"1024",1952,1,3
"1025",1952,2,2
"1026",1952,1,3
"1027",1952,1,3
"1028",1952,1,1
"1029",1952,1,3
"1030",1952,1,1
"1031",1952,3,3
"1032",1952,1,3
"1033",1952,1,1
"1034",1952,2,1
"1035",1952,1,3
"1036",1952,4,3
"1037",1952,3,3
"1038",1952,1,1
"1039",1952,2,1
"1040",1952,2,2
"1041",1952,2,1
"1042",1952,1,1
"1043",1952,4,3
"1044",1952,1,3
"1045",1952,2,1
"1046",1952,4,1
"1047",1952,4,1
"1048",1952,1,1
"1049",1952,2,1
"1050",1952,2,1
"1051",1952,3,1
"1053",1952,2,1
"1054",1952,3,3
"1055",1952,1,1
"1056",1952,2,3
"1057",1952,4,3
"1058",1952,2,2
"1059",1952,4,2
"1060",1952,3,3
"1061",1952,2,2
"1062",1952,2,1
"1063",1952,2,1
"1064",1952,1,1
"1065",1952,2,1
"1066",1952,3,1
"1067",1952,4,3
"1068",1952,4,3
"1069",1952,1,1
"1070",1952,2,1
"1071",1952,2,3
"1072",1952,2,1
"1073",1952,1,3
"1075",1952,2,1
"1076",1952,2,3
"1077",1952,1,3
"1078",1952,2,1
"1079",1952,2,1
"1080",1952,1,3
"1082",1952,2,3
"1083",1952,1,1
"1084",1952,1,1
"1085",1952,2,1
"1086",1952,1,3
"1087",1952,2,3
"1088",1952,1,1
"1089",1952,3,1
"1090",1952,2,3
"1091",1952,2,1
"1092",1952,2,3
"1093",1952,2,3
"1094",1952,2,3
"1095",1952,2,1
"1096",1952,1,1
"1097",1952,3,3
"1098",1952,2,1
"1099",1952,2,1
"1100",1952,2,1
"1101",1952,1,3
"1102",1952,1,1
"1103",1952,2,1
"1104",1952,3,3
"1105",1952,1,1
"1106",1952,1,1
"1107",1952,2,3
"1108",1952,2,1
"1109",1952,1,1
"1110",1952,1,3
"1111",1952,2,1
"1112",1952,1,1
"1113",1952,1,1
"1115",1952,3,1
"1116",1952,1,3
"1118",1952,2,1
"1119",1952,1,1
"1120",1952,1,3
"1122",1952,4,3
"1123",1952,2,1
"1124",1952,2,3
"1126",1952,2,1
"1127",1952,1,1
"1128",1952,1,1
"1129",1952,1,3
"1130",1952,2,3
"1131",1952,1,1
"1132",1952,1,1
"1133",1952,4,1
"1134",1952,2,1
"1135",1952,2,3
"1136",1952,2,3
"1137",1952,2,1
"1138",1952,2,1
"1139",1952,2,3
"1140",1952,4,3
"1141",1952,1,1
"1142",1952,1,1
"1143",1952,1,1
"1145",1952,3,3
"1146",1952,2,1
"1147",1952,4,1
"1148",1952,1,1
"1149",1952,1,1
"1150",1952,2,1
"1151",1952,2,1
"1152",1952,3,1
"1153",1952,3,1
"1154",1952,2,3
"1155",1952,2,1
"1156",1952,1,3
"1157",1952,1,3
"1158",1952,4,3
"1159",1952,2,1
"1160",1952,1,3
"1161",1952,1,3
"1162",1952,2,3
"1164",1952,1,1
"1165",1952,2,1
"1166",1952,2,1
"1167",1952,4,3
"1168",1952,1,1
"1169",1952,1,1
"1170",1952,1,1
"1171",1952,1,1
"1172",1952,1,3
"1173",1952,2,1
"1174",1952,2,3
"1175",1952,1,1
"1176",1952,2,1
"1177",1952,1,1
"1178",1952,1,1
"1179",1952,1,3
"1180",1952,2,2
"1181",1952,2,1
"1182",1952,1,1
"1183",1952,2,3
"1184",1952,1,1
"1185",1952,2,1
"1186",1952,3,1
"1187",1952,1,1
"1189",1952,2,3
"1191",1952,3,3
"1192",1952,1,3
"1193",1952,1,3
"1194",1952,2,1
"1195",1952,2,1
"1196",1952,2,1
"1198",1952,1,3
"1199",1952,1,1
"1200",1952,1,1
"1201",1952,2,1
"1202",1952,1,1
"1203",1952,1,1
"1204",1952,1,1
"1205",1952,1,2
"1206",1952,2,1
"1207",1952,2,1
"1208",1952,1,1
"1209",1952,2,3
"1210",1952,1,1
"1211",1952,2,3
"1212",1952,4,3
"1213",1952,4,3
"1214",1952,1,1
"1215",1952,2,3
"1216",1952,2,2
"1218",1952,2,1
"1219",1952,2,3
"1220",1952,1,1
"1222",1952,2,3
"1223",1952,1,3
"1224",1952,1,1
"1225",1952,2,1
"1226",1952,1,1
"1227",1952,1,1
"1229",1952,1,1
"1230",1952,1,1
"1231",1952,2,1
"1232",1952,2,1
"1233",1952,1,1
"1235",1952,2,3
"1236",1952,1,1
"1237",1952,2,3
"1238",1952,1,1
"1239",1952,2,3
"1240",1952,1,1
"1241",1952,1,2
"1242",1952,2,1
"1243",1952,2,3
"1245",1952,2,3
"1246",1952,2,2
"1247",1952,2,3
"1248",1952,4,1
"1249",1952,2,3
"1250",1952,2,1
"1251",1952,4,1
"1252",1952,1,1
"1253",1952,2,3
"1254",1952,1,1
"1255",1952,2,1
"1256",1952,1,1
"1257",1952,2,3
"1258",1952,1,1
"1259",1952,4,3
"1260",1952,1,2
"1261",1952,1,1
"1262",1952,1,1
"1263",1952,1,1
"1264",1952,2,1
"1265",1952,2,3
"1266",1952,3,3
"1267",1952,3,3
"1269",1952,1,1
"1270",1952,1,3
"1271",1952,3,1
"1272",1952,1,1
"1273",1952,2,1
"1274",1952,1,3
"1275",1952,2,3
"1276",1952,1,1
"1277",1952,1,3
"1278",1952,1,1
"1279",1952,1,3
"1280",1952,2,1
"1281",1952,2,3
"1283",1952,2,1
"1284",1952,1,1
"1285",1952,2,1
"1286",1952,1,1
"1287",1952,2,1
"1288",1952,2,1
"1290",1952,2,3
"1291",1952,1,3
"1292",1952,3,3
"1294",1952,3,3
"1295",1952,1,3
"1296",1952,3,3
"1297",1952,2,1
"1298",1952,1,1
"1299",1952,3,1
"1300",1952,4,1
"1301",1952,1,3
"1302",1952,2,1
"1303",1952,2,3
"1304",1952,2,3
"1305",1952,3,3
"1306",1952,2,3
"1307",1952,1,3
"1308",1952,1,1
"1309",1952,2,1
"1310",1952,1,3
"1311",1952,3,3
"1312",1952,2,3
"1313",1952,2,3
"1314",1952,2,3
"1315",1952,1,3
"1316",1952,2,1
"1317",1952,1,3
"1318",1952,2,1
"1319",1952,1,1
"1320",1952,2,3
"1321",1952,1,3
"1322",1952,2,1
"1323",1952,2,1
"1324",1952,3,3
"1325",1952,1,3
"1326",1952,4,1
"1327",1952,4,1
"1328",1952,2,1
"1329",1952,3,3
"1330",1952,2,1
"1331",1952,1,2
"1332",1952,2,3
"1333",1952,1,1
"1334",1952,1,3
"1335",1952,2,3
"1336",1952,3,3
"1337",1952,4,3
"1338",1952,2,3
"1339",1952,1,1
"1340",1952,2,1
"1341",1952,1,1
"1342",1952,2,1
"1343",1952,1,1
"1344",1952,1,1
"1346",1952,2,3
"1347",1952,2,1
"1348",1952,1,3
"1350",1952,2,3
"1351",1952,2,3
"1352",1952,2,1
"1353",1952,1,3
"1354",1952,1,1
"1355",1952,3,3
"1356",1952,2,1
"1357",1952,1,3
"1358",1952,1,1
"1359",1952,3,3
"1360",1952,1,3
"1361",1952,2,1
"1362",1952,1,1
"1363",1952,1,3
"1364",1952,3,1
"1365",1952,3,1
"1366",1952,1,1
"1367",1952,2,1
"1368",1952,2,1
"1369",1952,1,3
"1370",1952,2,1
"1371",1952,2,1
"1372",1952,2,2
"1373",1952,4,3
"1374",1952,2,1
"1375",1952,2,3
"1376",1952,2,1
"1378",1952,2,3
"1379",1952,2,1
"1380",1952,2,1
"1381",1952,1,1
"1382",1952,2,1
"1383",1952,2,1
"1384",1952,1,1
"1385",1952,1,3
"1386",1952,1,1
"1387",1952,1,1
"1388",1952,2,1
"1389",1952,1,3
"1390",1952,2,1
"1391",1952,2,1
"1392",1952,2,1
"1393",1952,2,3
"1394",1952,1,3
"1395",1952,3,1
"1396",1952,1,1
"1397",1952,1,1
"1398",1952,2,3
"1399",1952,2,3
"1400",1952,2,3
"1401",1952,2,1
"1402",1952,2,1
"1403",1952,1,1
"1404",1952,1,1
"1405",1952,4,1
"1406",1952,1,3
"1408",1952,1,1
"1409",1952,3,3
"1410",1952,1,1
"1411",1952,1,1
"1412",1952,1,3
"1413",1952,2,3
"1414",1952,1,2
"1415",1952,2,1
"1417",1952,1,1
"1418",1952,2,1
"1419",1952,1,1
"1420",1952,4,1
"1421",1952,1,1
"1422",1952,2,1
"1423",1952,1,1
"1424",1952,2,2
"1425",1952,1,1
"1426",1952,2,1
"1427",1952,2,3
"1428",1952,1,1
"1429",1952,1,1
"1430",1952,2,1
"1431",1952,3,1
"1432",1952,2,1
"1433",1952,3,1
"1434",1952,1,1
"1435",1952,2,1
"1436",1952,3,3
"1437",1952,1,1
"1438",1952,3,3
"1439",1952,3,3
"1440",1952,1,3
"1441",1952,2,1
"1442",1952,1,1
"1443",1952,1,3
"1444",1952,2,1
"1445",1952,1,1
"1446",1952,1,2
"1447",1952,1,1
"1448",1952,3,1
"1449",1952,1,1
"1450",1952,1,3
"1451",1952,1,3
"1452",1952,1,1
"1454",1952,2,1
"1455",1952,2,1
"1456",1952,2,3
"1457",1952,4,3
"1458",1952,1,2
"1459",1952,1,1
"1460",1952,1,1
"1461",1952,2,3
"1462",1952,3,1
"1463",1952,2,1
"1464",1952,2,2
"1465",1952,2,1
"1466",1952,2,1
"1467",1952,1,1
"1469",1952,1,1
"1470",1952,1,3
"1471",1952,4,3
"1472",1952,2,1
"1473",1952,4,1
"1474",1952,1,1
"1475",1952,1,3
"1476",1952,1,1
"1477",1952,1,1
"1478",1952,3,3
"1479",1952,1,2
"1480",1952,1,1
"1481",1952,1,1
"1482",1952,1,3
"1484",1952,2,1
"1485",1952,2,1
"1486",1952,1,1
"1487",1952,1,2
"1488",1952,2,1
"1489",1952,1,1
"1490",1952,1,1
"1491",1952,3,1
"1492",1952,2,1
"1493",1952,1,1
"1494",1952,2,1
"1495",1952,2,3
"1496",1952,1,1
"1497",1952,2,1
"1498",1952,1,1
"1499",1952,1,1
"1500",1952,1,1
"1501",1952,1,1
"1503",1952,2,1
"1504",1952,2,1
"1505",1952,4,1
"1506",1952,2,1
"1507",1952,2,1
"1508",1952,1,1
"1509",1952,2,1
"1510",1952,3,1
"1511",1952,1,3
"1512",1952,2,1
"1513",1952,2,1
"1514",1952,1,2
"1515",1952,1,1
"1516",1952,4,1
"1517",1952,3,3
"1518",1952,1,1
"1519",1952,1,1
"1521",1952,2,1
"1522",1952,2,3
"1523",1952,2,1
"1524",1952,2,1
"1525",1952,1,3
"1526",1952,2,1
"1527",1952,1,1
"1528",1952,1,3
"1529",1952,2,3
"1530",1952,2,1
"1531",1952,3,3
"1532",1952,2,1
"1533",1952,1,3
"1534",1952,1,3
"1535",1952,1,1
"1536",1952,3,1
"1537",1952,1,3
"1539",1952,2,1
"1540",1952,1,1
"1541",1952,4,3
"1542",1952,2,1
"1543",1952,1,1
"1544",1952,3,1
"1545",1952,2,3
"1546",1952,1,3
"1547",1952,2,2
"1548",1952,1,1
"1549",1952,3,3
"1550",1952,2,1
"1551",1952,2,3
"1552",1952,1,3
"1553",1952,1,1
"1554",1952,2,3
"1555",1952,2,1
"1556",1952,1,1
"1557",1952,2,3
"1558",1952,2,1
"1559",1952,2,3
"1560",1952,1,2
"1561",1952,2,1
"1562",1952,3,1
"1563",1952,3,3
"1564",1952,1,1
"1565",1952,3,1
"1566",1952,4,3
"1567",1952,2,3
"1568",1952,3,3
"1569",1952,1,1
"1570",1952,1,1
"1571",1952,2,1
"1572",1952,2,1
"1573",1952,1,3
"1574",1952,2,1
"1575",1952,2,1
"1577",1952,1,1
"1578",1952,3,1
"1579",1952,2,1
"1580",1952,1,2
"1581",1952,2,1
"1582",1952,1,1
"1583",1952,1,3
"1584",1952,2,3
"1585",1952,2,1
"1586",1952,3,3
"1587",1952,4,3
"1588",1952,1,1
"1589",1952,1,3
"1590",1952,1,3
"1591",1952,1,1
"1592",1952,4,3
"1593",1952,1,1
"1594",1952,2,3
"1595",1952,1,1
"1596",1952,4,3
"1597",1952,3,1
"1598",1952,2,1
"1599",1952,2,1
"1601",1952,2,3
"1602",1952,2,3
"1603",1952,1,3
"1604",1952,2,3
"1605",1952,1,1
"1606",1952,2,1
"1607",1952,2,1
"1608",1952,1,3
"1609",1952,1,3
"1611",1952,1,1
"1612",1952,2,1
"1613",1952,3,3
"1614",1952,2,1
"1615",1952,2,3
"1616",1952,2,1
"1617",1952,1,1
"1618",1952,3,1
"1619",1952,1,3
"1620",1952,2,1
"1621",1952,1,1
"1622",1952,2,1
"1623",1952,2,1
"1624",1952,1,1
"1626",1952,1,1
"1627",1952,2,3
"1628",1952,2,1
"1629",1952,1,1
"1630",1952,1,3
"1631",1952,3,3
"1632",1952,2,1
"1633",1952,2,3
"1634",1952,1,1
"1635",1952,1,2
"1636",1952,2,1
"1637",1952,1,1
"1638",1952,1,3
"1639",1952,4,1
"1640",1952,2,1
"1641",1952,1,1
"1642",1952,2,1
"1643",1952,2,1
"1644",1952,1,1
"1646",1952,1,1
"1647",1952,2,1
"1648",1952,4,3
"1649",1952,2,1
"1650",1952,1,1
"1651",1952,1,3
"1652",1952,3,1
"1653",1952,2,1
"1654",1952,2,1
"1655",1952,1,3
"1656",1952,1,1
"1657",1952,2,1
"1658",1952,1,1
"1659",1952,3,1
"1660",1952,2,1
"1661",1952,1,3
"1662",1952,2,1
"1663",1952,1,1
"1664",1952,2,1
"1665",1952,1,2
"1666",1952,2,2
"1667",1952,2,3
"1668",1952,2,3
"1669",1952,3,1
"1670",1952,2,3
"1671",1952,1,1
"1672",1952,1,2
"1673",1952,2,1
"1674",1952,2,1
"1675",1952,1,2
"1676",1952,1,1
"1677",1952,2,3
"1678",1952,2,1
"1679",1952,2,3
"1680",1952,1,1
"1681",1952,1,1
"1682",1952,2,1
"1683",1952,1,3
"1684",1952,1,1
"1685",1952,2,1
"1686",1952,1,1
"1687",1952,1,3
"1688",1952,2,1
"1689",1952,2,1
"1690",1952,1,1
"1691",1952,4,3
"1692",1952,3,1
"1693",1952,2,3
"1694",1952,2,3
"1695",1952,1,2
"1696",1952,1,1
"1697",1952,4,3
"1698",1952,4,3
"1699",1952,1,3
"1700",1952,1,1
"1701",1952,2,1
"1702",1952,2,3
"1703",1952,4,1
"1705",1952,3,3
"1706",1952,1,1
"1707",1952,1,1
"1708",1952,2,3
"1709",1952,2,1
"1710",1952,1,2
"1711",1952,2,1
"1712",1952,1,3
"1714",1952,1,3
"1715",1952,2,1
"1716",1952,2,2
"1717",1952,3,1
"1718",1952,3,3
"1719",1952,3,1
"1720",1952,2,1
"1721",1952,3,3
"1722",1952,1,1
"1723",1952,2,3
"1724",1952,1,2
"1725",1952,1,1
"1726",1952,1,1
"1727",1952,1,1
"1728",1952,1,1
"1729",1952,2,1
"1730",1952,1,1
"1731",1952,2,1
"1732",1952,2,1
"1733",1952,2,3
"1735",1952,3,3
"1736",1952,2,1
"1737",1952,1,2
"1738",1952,4,3
"1739",1952,1,1
"1740",1952,2,3
"1741",1952,1,1
"1742",1952,1,1
"1743",1952,2,3
"1744",1952,3,1
"1745",1952,1,1
"1747",1952,1,1
"1748",1952,2,3
"1749",1952,2,1
"1751",1952,2,1
"1752",1952,2,3
"1753",1952,4,1
"1755",1952,2,3
"1756",1952,4,3
"1757",1952,2,2
"1758",1952,3,3
"1759",1952,2,1
"1760",1952,4,1
"1761",1952,1,2
"1762",1952,1,1
"1763",1952,2,1
"1764",1952,2,1
"1765",1952,2,3
"1766",1952,1,1
"1767",1952,1,3
"1768",1952,4,1
"1769",1952,1,3
"1770",1952,1,1
"1771",1952,2,3
"1772",1952,2,1
"1773",1952,1,3
"1774",1952,2,3
"1776",1952,2,3
"1777",1952,2,1
"1778",1952,1,1
"1779",1952,2,3
"1780",1952,1,1
"1781",1952,2,1
"1782",1952,2,1
"1783",1952,2,1
"1785",1952,2,1
"1786",1952,2,3
"1787",1952,2,2
"1788",1952,2,1
"1790",1952,1,3
"1791",1952,2,3
"1792",1952,2,2
"1793",1952,2,3
"1794",1952,1,1
"1796",1952,2,1
"1797",1952,2,1
"1798",1952,1,3
"1799",1952,2,3
"1800",1952,2,1
"1801",1952,2,3
"1802",1952,2,3
"1803",1952,2,1
"1804",1952,2,1
"1805",1952,1,1
"1807",1952,1,1
"1808",1952,2,1
"1809",1952,2,3
"1810",1952,2,1
"1811",1952,3,1
"1812",1952,1,3
"1813",1952,1,1
"1814",1952,3,3
"1815",1952,2,3
"1816",1952,2,1
"1817",1952,1,1
"1818",1952,2,1
"1819",1952,2,3
"1820",1952,1,3
"1822",1952,3,3
"1823",1952,1,1
"1824",1952,2,1
"1825",1952,2,1
"1826",1952,2,3
"1827",1952,2,3
"1828",1952,1,1
"1829",1952,1,1
"1830",1952,1,3
"1831",1952,2,3
"1832",1952,2,3
"1833",1952,2,1
"1834",1952,2,1
"1835",1952,2,1
"1836",1952,2,3
"1837",1952,2,1
"1838",1952,1,3
"1839",1952,1,1
"1840",1952,2,3
"1841",1952,4,1
"1842",1952,1,3
"1843",1952,4,1
"1844",1952,2,2
"1845",1952,2,1
"1846",1952,3,2
"1848",1952,1,2
"1849",1952,1,1
"1851",1952,2,3
"1852",1952,2,3
"1853",1952,4,1
"1854",1952,2,1
"1855",1952,1,3
"1856",1952,1,1
"1857",1952,2,1
"1858",1952,2,1
"1859",1952,2,1
"1860",1952,2,1
"1861",1952,2,1
"1862",1952,1,1
"1863",1952,2,2
"1864",1952,1,1
"1865",1952,2,1
"1866",1952,1,3
"1867",1952,2,3
"1868",1952,2,3
"1869",1952,2,1
"1870",1952,2,3
"1872",1952,3,3
"1873",1952,2,3
"1874",1952,1,1
"1875",1952,1,1
"1876",1952,3,1
"1877",1952,2,2
"1878",1952,1,3
"1879",1952,2,3
"1880",1952,1,1
"1881",1952,2,1
"1882",1952,1,1
"1883",1952,1,1
"1884",1952,1,1
"1885",1952,2,1
"1886",1952,2,1
"1887",1952,3,1
"1888",1952,4,1
"1889",1952,1,3
"1890",1952,3,1
"1891",1952,2,1
"1892",1952,4,1
"1893",1952,1,3
"1894",1952,4,3
"1895",1952,3,3
"1896",1952,1,1
"1897",1952,1,3
"1898",1952,2,1
"1899",1952,1,1
"1900",1952,1,3
"1901",1952,2,3
"1902",1952,3,1
"1903",1952,2,3
"1904",1952,2,1
"1905",1952,4,3
"1906",1952,2,3
"1907",1952,4,3
"1908",1952,4,3
"1909",1952,3,1
"1910",1952,2,3
"1911",1952,1,3
"1912",1952,1,3
"1913",1952,1,2
"1914",1952,2,1
"1915",1952,2,1
"1916",1952,1,1
"1917",1952,2,1
"1918",1952,2,3
"1919",1952,2,1
"1920",1952,2,1
"1921",1952,2,1
"1922",1952,2,1
"1923",1952,3,3
"1924",1952,1,1
"1925",1952,2,3
"1926",1952,2,1
"1927",1952,2,1
"1928",1952,1,3
"1929",1952,2,1
"1930",1952,2,3
"1931",1952,3,1
"1932",1952,3,1
"1933",1952,2,1
"1934",1952,2,1
"1935",1952,1,3
"1936",1952,2,3
"1937",1952,3,3
"1938",1952,1,1
"1939",1952,3,3
"1940",1952,1,1
"1941",1952,2,1
"1942",1952,2,3
"1943",1952,4,1
"1944",1952,2,3
"1945",1952,2,3
"1946",1952,1,3
"1949",1952,1,2
"1950",1952,2,1
"1951",1952,1,3
"1952",1952,1,1
"1953",1952,2,1
"1954",1952,2,3
"1955",1952,1,1
"1956",1952,2,1
"1957",1952,1,1
"1958",1952,2,2
"1959",1952,4,3
"1960",1952,2,1
"1961",1952,1,1
"1962",1952,1,1
"1963",1952,2,1
"1964",1952,2,1
"1965",1952,1,3
"1966",1952,1,1
"1967",1952,2,3
"1968",1952,3,3
"1969",1952,2,2
"1970",1952,1,1
"1971",1952,2,1
"1972",1952,2,1
"1973",1952,2,1
"1974",1952,1,3
"1975",1952,2,3
"1976",1952,2,1
"1977",1952,1,1
"1978",1952,2,3
"1979",1952,1,1
"1980",1952,2,1
"1982",1952,1,3
"1983",1952,1,1
"1984",1952,2,3
"1985",1952,1,1
"1986",1952,2,1
"1987",1952,3,3
"1988",1952,4,1
"1989",1952,4,3
"1991",1952,1,2
"1992",1952,2,1
"1993",1952,1,1
"1994",1952,2,3
"1995",1952,1,1
"1996",1952,2,3
"1997",1952,2,1
"1998",1952,4,3
"1999",1952,1,1
"2000",1952,1,3
"2001",1952,2,1
"2002",1952,2,1
"2003",1952,2,1
"2004",1952,1,3
"2005",1952,3,1
"2006",1952,2,3
"2007",1952,1,1
"2008",1952,1,1
"2009",1952,2,1
"2010",1952,1,1
"2011",1952,2,2
"2012",1952,1,1
"2013",1952,2,3
"2014",1952,3,3
"2015",1952,1,2
"2016",1952,1,1
"2018",1952,1,1
"2019",1952,2,1
"2020",1952,1,3
"2021",1952,1,1
"2022",1952,1,3
"2023",1952,2,1
"2025",1952,1,1
"2026",1952,2,1
"2027",1952,2,1
"2028",1952,1,1
"2029",1952,4,3
"2030",1952,3,1
"2031",1952,1,1
"2032",1952,1,2
"2033",1952,2,3
"2034",1952,1,1
"2035",1952,1,3
"2036",1952,3,2
"2037",1952,1,1
"2038",1952,1,1
"2039",1952,2,1
"2040",1952,2,1
"2041",1952,2,1
"2042",1952,2,2
"2043",1952,1,1
"2044",1952,1,3
"2045",1952,4,3
"2046",1952,1,1
"2047",1952,1,1
